order_id,customer_id,order_date,payment_mode,order_status
ORD_ID453,cust_id12,2025-06-23,UPI,Delivered
ORD_ID454,cust_id50,2025-06-23,Debit Card,Delivered
ORD_ID455,cust_id06,2025-06-23,Credit card,Delivered
ORD_ID456,cust_id29,2025-06-24,Debit Card,Delivered
ORD_ID457,cust_id13,2025-06-24,UPI,Delivered
ORD_ID458,cust_id13,2025-06-24,Cash,Delivered
ORD_ID459,cust_id28,2025-06-24,Debit Card,Delivered
ORD_ID460,cust_id19,2025-06-24,Credit card,Delivered
ORD_ID461,cust_id45,2025-06-24,UPI,Delivered
ORD_ID462,cust_id15,2025-06-25,UPI,Cancelled
ORD_ID463,cust_id27,2025-06-27,Credit card,Delivered
ORD_ID464,cust_id24,2025-06-27,Credit card,Returned
ORD_ID465,cust_id35,2025-06-27,Debit Card,Delivered
ORD_ID466,cust_id14,2025-06-27,Debit Card,Delivered
ORD_ID467,cust_id46,2025-06-27,UPI,Delivered
ORD_ID468,cust_id18,2025-06-29,Debit Card,Confirmed
ORD_ID469,cust_id03,2025-06-30,Cash,Shipped
ORD_ID470,cust_id25,2025-06-30,Cash,Delivered
ORD_ID471,cust_id14,2025-06-30,UPI,Delivered
ORD_ID472,cust_id44,2025-07-01,Credit card,Delivered
ORD_ID473,cust_id27,2025-07-01,Cash,Delivered
ORD_ID474,cust_id42,2025-07-01,Credit card,Returned
ORD_ID475,cust_id09,2025-07-01,Credit card,Delivered
ORD_ID476,cust_id47,2025-07-01,UPI,Delivered
ORD_ID477,cust_id39,2025-07-02,Cash,Cancelled
ORD_ID478,cust_id16,2025-07-02,UPI,Delivered
ORD_ID479,cust_id18,2025-07-02,Debit Card,Cancelled
ORD_ID480,cust_id17,2025-07-03,Debit Card,Delivered
ORD_ID481,cust_id34,2025-07-05,UPI,Delivered
ORD_ID482,cust_id14,2025-07-05,Cash,Delivered
ORD_ID483,cust_id03,2025-07-05,UPI,Delivered
ORD_ID484,cust_id48,2025-07-05,Cash,Pending
ORD_ID485,cust_id46,2025-07-05,Credit card,Shipped
ORD_ID486,cust_id24,2025-07-05,Credit card,Delivered
ORD_ID487,cust_id20,2025-07-06,Debit Card,Delivered
ORD_ID488,cust_id19,2025-07-06,UPI,Returned
ORD_ID489,cust_id30,2025-07-06,Credit card,Delivered
ORD_ID490,cust_id48,2025-07-06,UPI,Cancelled
ORD_ID491,cust_id16,2025-07-06,Cash,Delivered
ORD_ID492,cust_id17,2025-07-07,UPI,Delivered
ORD_ID493,cust_id30,2025-07-07,Credit card,Delivered
ORD_ID494,cust_id48,2025-07-07,Credit card,Delivered
ORD_ID495,cust_id15,2025-07-07,UPI,Cancelled
ORD_ID496,cust_id04,2025-07-07,Credit card,Cancelled
ORD_ID497,cust_id23,2025-07-08,Cash,Delivered
ORD_ID498,cust_id07,2025-07-08,Cash,Delivered
ORD_ID499,cust_id22,2025-07-08,UPI,Delivered
ORD_ID500,cust_id12,2025-07-08,UPI,Delivered
ORD_ID501,cust_id13,2025-07-10,Credit card,Delivered
ORD_ID502,cust_id45,2025-07-11,UPI,Confirmed
ORD_ID503,cust_id38,2025-07-11,Credit card,Confirmed
ORD_ID504,cust_id31,2025-07-12,UPI,Shipped
ORD_ID505,cust_id26,2025-07-12,Debit Card,Delivered
ORD_ID506,cust_id10,2025-07-13,Debit Card,Cancelled
ORD_ID507,cust_id32,2025-07-13,Credit card,Delivered
ORD_ID508,cust_id26,2025-07-14,Credit card,Delivered
ORD_ID509,cust_id06,2025-07-14,Debit Card,Delivered
ORD_ID510,cust_id04,2025-07-15,UPI,Delivered
ORD_ID511,cust_id12,2025-07-17,Debit Card,Confirmed
ORD_ID512,cust_id23,2025-07-17,Credit card,Confirmed
ORD_ID513,cust_id37,2025-07-17,Credit card,Shipped
ORD_ID514,cust_id48,2025-07-17,Credit card,Shipped
ORD_ID515,cust_id46,2025-07-18,Debit Card,Shipped
ORD_ID516,cust_id41,2025-07-18,Cash,Delivered
ORD_ID517,cust_id35,2025-07-19,UPI,Delivered
ORD_ID518,cust_id49,2025-07-19,UPI,Delivered
ORD_ID519,cust_id37,2025-07-20,Cash,Shipped
ORD_ID520,cust_id44,2025-07-20,Cash,Delivered
ORD_ID521,cust_id28,2025-07-22,Debit Card,Delivered
ORD_ID522,cust_id36,2025-07-22,UPI,Cancelled
ORD_ID523,cust_id30,2025-07-23,Credit card,Delivered
ORD_ID524,cust_id48,2025-07-23,UPI,Delivered
ORD_ID525,cust_id04,2025-07-23,UPI,Cancelled
ORD_ID526,cust_id27,2025-07-23,Debit Card,Delivered
ORD_ID527,cust_id23,2025-07-24,Credit card,Delivered
ORD_ID528,cust_id37,2025-07-25,Cash,Delivered
ORD_ID529,cust_id07,2025-07-25,Cash,Cancelled
ORD_ID530,cust_id05,2025-07-25,Debit Card,Shipped
ORD_ID531,cust_id21,2025-07-25,Cash,Delivered
ORD_ID532,cust_id01,2025-07-26,Cash,Delivered
ORD_ID533,cust_id15,2025-07-27,Cash,Delivered
ORD_ID534,cust_id02,2025-07-27,Cash,Shipped
ORD_ID535,cust_id40,2025-07-27,Cash,Delivered
ORD_ID536,cust_id40,2025-07-27,UPI,Confirmed
ORD_ID537,cust_id02,2025-07-28,Cash,Delivered
ORD_ID538,cust_id31,2025-07-28,UPI,Delivered
ORD_ID539,cust_id25,2025-07-28,UPI,Delivered
ORD_ID540,cust_id33,2025-07-30,UPI,Delivered
ORD_ID541,cust_id28,2025-07-30,Cash,Shipped
ORD_ID542,cust_id06,2025-07-30,Credit card,Delivered
ORD_ID543,cust_id02,2025-07-30,Credit card,Delivered
ORD_ID544,cust_id27,2025-07-31,Credit card,Pending
ORD_ID545,cust_id40,2025-07-31,Credit card,Confirmed
ORD_ID546,cust_id15,2025-08-01,Cash,Delivered
ORD_ID547,cust_id04,2025-08-01,Credit card,Delivered
ORD_ID548,cust_id01,2025-08-01,UPI,Delivered
ORD_ID549,cust_id25,2025-08-01,UPI,Delivered
ORD_ID550,cust_id33,2025-08-02,UPI,Delivered
ORD_ID551,cust_id37,2025-08-03,UPI,Delivered
ORD_ID552,cust_id30,2025-08-03,Debit Card,Delivered
ORD_ID553,cust_id24,2025-08-03,UPI,Delivered
ORD_ID554,cust_id41,2025-08-03,Cash,Delivered
ORD_ID555,cust_id24,2025-08-04,UPI,Delivered
ORD_ID556,cust_id17,2025-08-04,Credit card,Delivered
ORD_ID557,cust_id37,2025-08-04,Credit card,Delivered
ORD_ID558,cust_id42,2025-08-05,Cash,Pending
ORD_ID559,cust_id01,2025-08-06,Debit Card,Delivered
ORD_ID560,cust_id35,2025-08-06,Debit Card,Delivered
ORD_ID561,cust_id10,2025-08-06,Debit Card,Pending
ORD_ID562,cust_id20,2025-08-06,Cash,Delivered
ORD_ID563,cust_id08,2025-08-07,UPI,Delivered
ORD_ID564,cust_id12,2025-08-07,Debit Card,Confirmed
ORD_ID565,cust_id44,2025-08-07,Cash,Shipped
ORD_ID566,cust_id37,2025-08-07,Cash,Delivered
ORD_ID567,cust_id46,2025-08-08,Debit Card,Delivered
ORD_ID568,cust_id42,2025-08-08,Cash,Delivered
ORD_ID569,cust_id49,2025-08-08,Cash,Delivered
ORD_ID570,cust_id27,2025-08-08,Cash,Shipped
ORD_ID571,cust_id05,2025-08-08,UPI,Delivered
ORD_ID572,cust_id25,2025-08-09,UPI,Confirmed
ORD_ID573,cust_id25,2025-08-10,Credit card,Delivered
ORD_ID574,cust_id10,2025-08-10,UPI,Delivered
ORD_ID575,cust_id30,2025-08-11,UPI,Delivered
ORD_ID576,cust_id32,2025-08-11,Credit card,Shipped
ORD_ID577,cust_id03,2025-08-11,Cash,Delivered
ORD_ID578,cust_id44,2025-08-11,Debit Card,Delivered
ORD_ID579,cust_id01,2025-08-12,Cash,Shipped
ORD_ID580,cust_id18,2025-08-12,Credit card,Delivered
ORD_ID581,cust_id31,2025-08-12,Credit card,Delivered
ORD_ID582,cust_id30,2025-08-12,Cash,Delivered
ORD_ID583,cust_id50,2025-08-13,Credit card,Delivered
ORD_ID584,cust_id38,2025-08-14,UPI,Delivered
ORD_ID585,cust_id18,2025-08-14,Debit Card,Shipped
ORD_ID586,cust_id46,2025-08-14,Credit card,Delivered
ORD_ID587,cust_id15,2025-08-14,UPI,Delivered
ORD_ID588,cust_id41,2025-08-15,UPI,Shipped
ORD_ID589,cust_id14,2025-08-15,UPI,Delivered
ORD_ID590,cust_id03,2025-08-16,Credit card,Delivered
ORD_ID591,cust_id22,2025-08-16,Credit card,Confirmed
ORD_ID592,cust_id39,2025-08-16,UPI,Cancelled
ORD_ID593,cust_id04,2025-08-16,Cash,Delivered
ORD_ID594,cust_id06,2025-08-17,Cash,Delivered
ORD_ID595,cust_id41,2025-08-18,UPI,Cancelled
ORD_ID596,cust_id38,2025-08-20,Cash,Shipped
ORD_ID597,cust_id25,2025-08-21,Debit Card,Delivered
ORD_ID598,cust_id23,2025-08-21,Debit Card,Delivered
ORD_ID599,cust_id12,2025-08-21,UPI,Confirmed
ORD_ID600,cust_id19,2025-08-22,Debit Card,Delivered
ORD_ID601,cust_id08,2025-08-22,UPI,Confirmed
ORD_ID602,cust_id29,2025-08-22,Debit Card,Shipped
ORD_ID603,cust_id13,2025-08-22,Credit card,Confirmed
ORD_ID604,cust_id30,2025-08-22,Cash,Delivered
ORD_ID605,cust_id12,2025-08-23,Cash,Shipped
ORD_ID606,cust_id29,2025-08-23,Cash,Shipped
ORD_ID607,cust_id35,2025-08-23,Cash,Shipped
ORD_ID608,cust_id23,2025-08-23,UPI,Delivered
ORD_ID609,cust_id16,2025-08-23,Credit card,Delivered
ORD_ID610,cust_id05,2025-08-23,Debit Card,Delivered
ORD_ID611,cust_id02,2025-08-24,Debit Card,Shipped
ORD_ID612,cust_id24,2025-08-24,Cash,Cancelled
ORD_ID613,cust_id11,2025-08-24,UPI,Cancelled
ORD_ID614,cust_id11,2025-08-24,Credit card,Confirmed
ORD_ID615,cust_id09,2025-08-25,Debit Card,Delivered
ORD_ID616,cust_id43,2025-08-25,Debit Card,Delivered
ORD_ID617,cust_id05,2025-08-26,UPI,Returned
ORD_ID618,cust_id16,2025-08-26,Debit Card,Delivered
ORD_ID619,cust_id22,2025-08-27,Cash,Delivered
ORD_ID620,cust_id09,2025-08-28,Credit card,Delivered
ORD_ID621,cust_id37,2025-08-28,UPI,Returned
ORD_ID622,cust_id01,2025-08-29,Cash,Delivered
ORD_ID623,cust_id08,2025-08-29,UPI,Delivered
ORD_ID624,cust_id01,2025-08-30,UPI,Shipped
ORD_ID625,cust_id12,2025-08-30,UPI,Delivered
ORD_ID626,cust_id42,2025-08-30,UPI,Returned
ORD_ID627,cust_id49,2025-08-30,UPI,Delivered
ORD_ID628,cust_id40,2025-08-30,Cash,Delivered
ORD_ID629,cust_id04,2025-08-31,UPI,Cancelled
ORD_ID630,cust_id40,2025-08-31,Credit card,Shipped
ORD_ID631,cust_id39,2025-08-31,UPI,Delivered
ORD_ID632,cust_id03,2025-08-31,Credit card,Delivered
ORD_ID633,cust_id18,2025-08-31,Credit card,Delivered
ORD_ID634,cust_id28,2025-08-31,Cash,Delivered
ORD_ID635,cust_id39,2025-08-31,Cash,Delivered
ORD_ID636,cust_id46,2025-09-01,UPI,Delivered
ORD_ID637,cust_id41,2025-09-02,UPI,Delivered
ORD_ID638,cust_id33,2025-09-02,UPI,Confirmed
ORD_ID639,cust_id40,2025-09-03,Cash,Delivered
ORD_ID640,cust_id12,2025-09-03,Credit card,Shipped
ORD_ID641,cust_id08,2025-09-03,UPI,Delivered
ORD_ID642,cust_id27,2025-09-04,Credit card,Confirmed
ORD_ID643,cust_id02,2025-09-04,Credit card,Delivered
ORD_ID644,cust_id22,2025-09-04,UPI,Pending
ORD_ID645,cust_id30,2025-09-04,Debit Card,Shipped
ORD_ID646,cust_id37,2025-09-05,Credit card,Pending
ORD_ID647,cust_id10,2025-09-05,UPI,Delivered
ORD_ID648,cust_id07,2025-09-05,UPI,Shipped
ORD_ID649,cust_id28,2025-09-05,Credit card,Shipped
ORD_ID650,cust_id36,2025-09-06,Cash,Delivered
ORD_ID651,cust_id46,2025-09-06,UPI,Confirmed
ORD_ID652,cust_id40,2025-09-06,UPI,Shipped
ORD_ID653,cust_id26,2025-09-06,Cash,Delivered
ORD_ID654,cust_id40,2025-09-07,Debit Card,Shipped
ORD_ID655,cust_id08,2025-09-07,Cash,Cancelled
ORD_ID656,cust_id37,2025-09-07,Credit card,Delivered
ORD_ID657,cust_id31,2025-09-07,Credit card,Delivered
ORD_ID658,cust_id31,2025-09-07,Debit Card,Delivered
ORD_ID659,cust_id04,2025-09-07,Cash,Delivered
ORD_ID660,cust_id33,2025-09-07,UPI,Confirmed
ORD_ID661,cust_id02,2025-09-08,Debit Card,Delivered
ORD_ID662,cust_id01,2025-09-08,UPI,Confirmed
ORD_ID663,cust_id46,2025-09-09,Cash,Confirmed
ORD_ID664,cust_id23,2025-09-09,UPI,Cancelled
ORD_ID665,cust_id09,2025-09-09,Cash,Delivered
ORD_ID666,cust_id29,2025-09-09,Cash,Shipped
ORD_ID667,cust_id42,2025-09-09,UPI,Delivered
ORD_ID668,cust_id35,2025-09-09,Debit Card,Delivered
ORD_ID669,cust_id49,2025-09-10,Debit Card,Delivered
ORD_ID670,cust_id38,2025-09-10,Cash,Confirmed
ORD_ID671,cust_id30,2025-09-10,Credit card,Confirmed
ORD_ID672,cust_id28,2025-09-11,Cash,Delivered
ORD_ID673,cust_id41,2025-09-11,Cash,Delivered
ORD_ID674,cust_id32,2025-09-11,Debit Card,Shipped
ORD_ID675,cust_id45,2025-09-11,Credit card,Delivered
ORD_ID676,cust_id14,2025-09-11,Cash,Cancelled
ORD_ID677,cust_id41,2025-09-11,UPI,Shipped
ORD_ID678,cust_id18,2025-09-12,Debit Card,Delivered
ORD_ID679,cust_id06,2025-09-12,Credit card,Delivered
ORD_ID680,cust_id25,2025-09-13,Debit Card,Confirmed
ORD_ID681,cust_id25,2025-09-13,Cash,Delivered
ORD_ID682,cust_id32,2025-09-13,Cash,Delivered
ORD_ID683,cust_id03,2025-09-14,Credit card,Shipped
ORD_ID684,cust_id26,2025-09-14,Cash,Shipped
ORD_ID685,cust_id27,2025-09-14,Credit card,Delivered
ORD_ID686,cust_id44,2025-09-14,UPI,Pending
ORD_ID687,cust_id04,2025-09-14,Credit card,Shipped
ORD_ID688,cust_id02,2025-09-15,Cash,Shipped
ORD_ID689,cust_id18,2025-09-15,Cash,Shipped
ORD_ID690,cust_id08,2025-09-16,Credit card,Delivered
ORD_ID691,cust_id49,2025-09-16,Debit Card,Cancelled
ORD_ID692,cust_id17,2025-09-16,Cash,Confirmed
ORD_ID693,cust_id48,2025-09-16,UPI,Delivered
ORD_ID694,cust_id02,2025-09-16,Credit card,Delivered
ORD_ID695,cust_id30,2025-09-17,UPI,Delivered
ORD_ID696,cust_id22,2025-09-17,UPI,Delivered
ORD_ID697,cust_id49,2025-09-18,UPI,Delivered
ORD_ID698,cust_id49,2025-09-18,Credit card,Delivered
ORD_ID699,cust_id41,2025-09-18,Debit Card,Shipped
ORD_ID700,cust_id29,2025-09-18,UPI,Pending
ORD_ID701,cust_id40,2025-09-20,Cash,Delivered
ORD_ID702,cust_id20,2025-09-20,UPI,Delivered
ORD_ID703,cust_id20,2025-09-21,UPI,Delivered
ORD_ID704,cust_id43,2025-09-21,UPI,Delivered
ORD_ID705,cust_id35,2025-09-21,UPI,Delivered
ORD_ID706,cust_id37,2025-09-22,UPI,Delivered
ORD_ID707,cust_id08,2025-09-22,Credit card,Delivered
ORD_ID708,cust_id37,2025-09-22,Debit Card,Delivered
ORD_ID709,cust_id13,2025-09-22,Debit Card,Delivered
ORD_ID710,cust_id33,2025-09-23,Cash,Delivered
ORD_ID711,cust_id22,2025-09-24,Cash,Delivered
ORD_ID712,cust_id13,2025-09-24,Credit card,Shipped
ORD_ID713,cust_id50,2025-09-24,Debit Card,Shipped
ORD_ID714,cust_id49,2025-09-24,UPI,Shipped
ORD_ID715,cust_id29,2025-09-24,UPI,Cancelled
ORD_ID716,cust_id43,2025-09-24,UPI,Delivered
ORD_ID717,cust_id41,2025-09-25,Credit card,Delivered
ORD_ID718,cust_id43,2025-09-26,Credit card,Shipped
ORD_ID719,cust_id05,2025-09-26,Credit card,Delivered
ORD_ID720,cust_id23,2025-09-26,UPI,Delivered
ORD_ID721,cust_id01,2025-09-26,Cash,Delivered
ORD_ID722,cust_id33,2025-09-26,Cash,Delivered
ORD_ID723,cust_id44,2025-09-26,UPI,Delivered
ORD_ID724,cust_id19,2025-09-27,Credit card,Delivered
ORD_ID725,cust_id33,2025-09-28,Debit Card,Cancelled
ORD_ID726,cust_id34,2025-09-28,Credit card,Confirmed
ORD_ID727,cust_id35,2025-09-29,Debit Card,Confirmed
ORD_ID728,cust_id19,2025-09-29,UPI,Delivered
ORD_ID729,cust_id41,2025-09-30,Cash,Delivered
ORD_ID730,cust_id10,2025-09-30,Debit Card,Confirmed
ORD_ID731,cust_id46,2025-09-30,Cash,Shipped
ORD_ID732,cust_id18,2025-09-30,UPI,Shipped
ORD_ID733,cust_id13,2025-09-30,Credit card,Delivered
ORD_ID734,cust_id31,2025-09-30,UPI,Pending
ORD_ID735,cust_id35,2025-09-30,Credit card,Confirmed
ORD_ID736,cust_id01,2025-10-01,UPI,Delivered
ORD_ID737,cust_id32,2025-10-02,Cash,Shipped
ORD_ID738,cust_id05,2025-10-02,Debit Card,Shipped
ORD_ID739,cust_id15,2025-10-03,Credit card,Pending
ORD_ID740,cust_id36,2025-10-03,Credit card,Delivered
ORD_ID741,cust_id02,2025-10-03,UPI,Cancelled
ORD_ID742,cust_id39,2025-10-04,UPI,Delivered
ORD_ID743,cust_id29,2025-10-04,UPI,Delivered
ORD_ID744,cust_id38,2025-10-04,Cash,Delivered
ORD_ID745,cust_id24,2025-10-05,Cash,Shipped
ORD_ID746,cust_id39,2025-10-05,Debit Card,Delivered
ORD_ID747,cust_id10,2025-10-05,Cash,Delivered
ORD_ID748,cust_id20,2025-10-06,Cash,Confirmed
ORD_ID749,cust_id09,2025-10-06,Debit Card,Delivered
ORD_ID750,cust_id44,2025-10-06,Credit card,Delivered
ORD_ID751,cust_id17,2025-10-06,Cash,Shipped
ORD_ID752,cust_id35,2025-10-06,Cash,Delivered
ORD_ID753,cust_id07,2025-10-06,UPI,Shipped
ORD_ID754,cust_id39,2025-10-07,UPI,Cancelled
ORD_ID755,cust_id43,2025-10-07,Debit Card,Shipped
ORD_ID756,cust_id18,2025-10-07,Cash,Delivered
ORD_ID757,cust_id11,2025-10-07,Debit Card,Delivered
ORD_ID758,cust_id35,2025-10-07,Debit Card,Delivered
ORD_ID759,cust_id29,2025-10-08,Credit card,Cancelled
ORD_ID760,cust_id33,2025-10-09,Cash,Confirmed
ORD_ID761,cust_id28,2025-10-09,UPI,Cancelled
ORD_ID762,cust_id06,2025-10-09,Cash,Pending
ORD_ID763,cust_id04,2025-10-09,Cash,Delivered
ORD_ID764,cust_id25,2025-10-09,Debit Card,Shipped
ORD_ID765,cust_id41,2025-10-09,Debit Card,Pending
ORD_ID766,cust_id28,2025-10-09,Cash,Delivered
ORD_ID767,cust_id40,2025-10-09,Debit Card,Cancelled
ORD_ID768,cust_id12,2025-10-10,Debit Card,Confirmed
ORD_ID769,cust_id44,2025-10-11,Debit Card,Delivered
ORD_ID770,cust_id26,2025-10-11,UPI,Delivered
ORD_ID771,cust_id12,2025-10-11,Cash,Delivered
ORD_ID772,cust_id08,2025-10-11,Cash,Delivered
ORD_ID773,cust_id44,2025-10-12,Credit card,Delivered
ORD_ID774,cust_id23,2025-10-12,Credit card,Delivered
ORD_ID775,cust_id02,2025-10-12,Credit card,Cancelled
ORD_ID776,cust_id43,2025-10-12,Credit card,Pending
ORD_ID777,cust_id39,2025-10-12,Credit card,Delivered
ORD_ID778,cust_id05,2025-10-13,Debit Card,Delivered
ORD_ID779,cust_id08,2025-10-13,Debit Card,Shipped
ORD_ID780,cust_id02,2025-10-13,Cash,Delivered
ORD_ID781,cust_id16,2025-10-13,UPI,Shipped
ORD_ID782,cust_id45,2025-10-14,UPI,Delivered
ORD_ID783,cust_id27,2025-10-14,UPI,Delivered
ORD_ID784,cust_id09,2025-10-14,Debit Card,Confirmed
ORD_ID785,cust_id08,2025-10-14,Cash,Pending
ORD_ID786,cust_id36,2025-10-15,Debit Card,Cancelled
ORD_ID787,cust_id42,2025-10-15,Credit card,Delivered
ORD_ID788,cust_id33,2025-10-15,Credit card,Delivered
ORD_ID789,cust_id03,2025-10-15,UPI,Delivered
ORD_ID790,cust_id40,2025-10-15,Cash,Delivered
ORD_ID791,cust_id37,2025-10-15,Debit Card,Cancelled
ORD_ID792,cust_id31,2025-10-16,Credit card,Delivered
ORD_ID793,cust_id06,2025-10-16,UPI,Delivered
ORD_ID794,cust_id18,2025-10-17,Credit card,Delivered
ORD_ID795,cust_id12,2025-10-17,Debit Card,Shipped
ORD_ID796,cust_id44,2025-10-18,Cash,Delivered
ORD_ID797,cust_id47,2025-10-18,Cash,Shipped
ORD_ID798,cust_id44,2025-10-18,UPI,Delivered
ORD_ID799,cust_id49,2025-10-18,Debit Card,Delivered
ORD_ID800,cust_id43,2025-10-19,Credit card,Delivered
ORD_ID801,cust_id16,2025-10-19,Cash,Returned
ORD_ID802,cust_id29,2025-10-19,Cash,Confirmed
ORD_ID803,cust_id12,2025-10-20,Cash,Shipped
ORD_ID804,cust_id18,2025-10-20,Credit card,Delivered
ORD_ID805,cust_id37,2025-10-20,UPI,Delivered
ORD_ID806,cust_id33,2025-10-20,Cash,Delivered
ORD_ID807,cust_id29,2025-10-20,UPI,Delivered
ORD_ID808,cust_id15,2025-10-21,UPI,Pending
ORD_ID809,cust_id40,2025-10-21,Debit Card,Delivered
ORD_ID810,cust_id35,2025-10-21,Credit card,Delivered
ORD_ID811,cust_id01,2025-10-21,Credit card,Cancelled
ORD_ID812,cust_id50,2025-10-22,UPI,Delivered
ORD_ID813,cust_id43,2025-10-22,Credit card,Delivered
ORD_ID814,cust_id36,2025-10-23,Cash,Delivered
ORD_ID815,cust_id24,2025-10-23,UPI,Delivered
ORD_ID816,cust_id28,2025-10-23,Debit Card,Pending
ORD_ID817,cust_id22,2025-10-24,Credit card,Shipped
ORD_ID818,cust_id25,2025-10-24,Debit Card,Shipped
ORD_ID819,cust_id16,2025-10-24,Debit Card,Pending
ORD_ID820,cust_id18,2025-10-25,Cash,Delivered
ORD_ID821,cust_id09,2025-10-26,Cash,Delivered
ORD_ID822,cust_id44,2025-10-26,Debit Card,Delivered
ORD_ID823,cust_id36,2025-10-26,Cash,Delivered
ORD_ID824,cust_id12,2025-10-26,Debit Card,Shipped
ORD_ID825,cust_id31,2025-10-27,Debit Card,Shipped
ORD_ID826,cust_id14,2025-10-27,Cash,Delivered
ORD_ID827,cust_id02,2025-10-28,UPI,Delivered
ORD_ID828,cust_id13,2025-10-29,Cash,Delivered
ORD_ID829,cust_id46,2025-10-30,Cash,Delivered
ORD_ID830,cust_id37,2025-10-30,Credit card,Delivered
ORD_ID831,cust_id03,2025-10-30,Debit Card,Shipped
ORD_ID832,cust_id33,2025-10-30,UPI,Delivered
ORD_ID833,cust_id09,2025-10-31,Debit Card,Pending
ORD_ID834,cust_id23,2025-10-31,Cash,Delivered
ORD_ID835,cust_id29,2025-10-31,Cash,Delivered
ORD_ID836,cust_id50,2025-11-01,Debit Card,Confirmed
ORD_ID837,cust_id42,2025-11-01,Credit card,Delivered
ORD_ID838,cust_id37,2025-11-01,Credit card,Pending
ORD_ID839,cust_id47,2025-11-01,UPI,Cancelled
ORD_ID840,cust_id16,2025-11-01,Cash,Shipped
ORD_ID841,cust_id37,2025-11-02,UPI,Delivered
ORD_ID842,cust_id48,2025-11-02,Credit card,Delivered
ORD_ID843,cust_id31,2025-11-02,Credit card,Shipped
ORD_ID844,cust_id25,2025-11-02,Credit card,Returned
ORD_ID845,cust_id02,2025-11-03,Credit card,Shipped
ORD_ID846,cust_id39,2025-11-03,Cash,Shipped
ORD_ID847,cust_id03,2025-11-04,Credit card,Delivered
ORD_ID848,cust_id12,2025-11-04,UPI,Confirmed
ORD_ID849,cust_id22,2025-11-04,Cash,Pending
ORD_ID850,cust_id07,2025-11-04,Debit Card,Delivered
ORD_ID851,cust_id18,2025-11-04,Credit card,Delivered
ORD_ID852,cust_id43,2025-11-04,UPI,Confirmed
ORD_ID853,cust_id27,2025-11-04,Debit Card,Delivered
ORD_ID854,cust_id15,2025-11-04,Debit Card,Delivered
ORD_ID855,cust_id25,2025-11-05,Debit Card,Delivered
ORD_ID856,cust_id30,2025-11-05,Credit card,Pending
ORD_ID857,cust_id14,2025-11-06,Cash,Delivered
ORD_ID858,cust_id41,2025-11-06,UPI,Shipped
ORD_ID859,cust_id07,2025-11-06,Cash,Delivered
ORD_ID860,cust_id48,2025-11-06,Cash,Pending
ORD_ID861,cust_id35,2025-11-06,Cash,Shipped
ORD_ID862,cust_id35,2025-11-07,UPI,Delivered
ORD_ID863,cust_id27,2025-11-07,Debit Card,Delivered
ORD_ID864,cust_id06,2025-11-08,Credit card,Delivered
ORD_ID865,cust_id06,2025-11-08,Debit Card,Delivered
ORD_ID866,cust_id28,2025-11-08,Cash,Delivered
ORD_ID867,cust_id50,2025-11-09,Credit card,Delivered
ORD_ID868,cust_id35,2025-11-10,Cash,Delivered
ORD_ID869,cust_id25,2025-11-12,UPI,Delivered
ORD_ID870,cust_id16,2025-11-12,Credit card,Delivered
ORD_ID871,cust_id01,2025-11-13,Credit card,Pending
ORD_ID872,cust_id12,2025-11-13,UPI,Confirmed
ORD_ID873,cust_id28,2025-11-14,Debit Card,Confirmed
ORD_ID874,cust_id31,2025-11-14,Debit Card,Delivered
ORD_ID875,cust_id47,2025-11-15,Debit Card,Delivered
ORD_ID876,cust_id36,2025-11-15,Cash,Confirmed
ORD_ID877,cust_id49,2025-11-16,UPI,Delivered
ORD_ID878,cust_id19,2025-11-17,Debit Card,Delivered
ORD_ID879,cust_id33,2025-11-17,Debit Card,Delivered
ORD_ID880,cust_id06,2025-11-17,UPI,Delivered
ORD_ID881,cust_id26,2025-11-18,Cash,Shipped
ORD_ID882,cust_id45,2025-11-18,Debit Card,Delivered
ORD_ID883,cust_id29,2025-11-18,Credit card,Delivered
ORD_ID884,cust_id07,2025-11-19,Credit card,Delivered
ORD_ID885,cust_id11,2025-11-19,UPI,Pending
ORD_ID886,cust_id40,2025-11-20,Credit card,Confirmed
ORD_ID887,cust_id23,2025-11-20,Debit Card,Delivered
ORD_ID888,cust_id03,2025-11-20,Cash,Delivered
ORD_ID889,cust_id36,2025-11-21,UPI,Delivered
ORD_ID890,cust_id02,2025-11-21,Debit Card,Delivered
ORD_ID891,cust_id20,2025-11-22,UPI,Delivered
ORD_ID892,cust_id43,2025-11-22,UPI,Delivered
ORD_ID893,cust_id07,2025-11-22,Debit Card,Delivered
ORD_ID894,cust_id47,2025-11-22,Credit card,Delivered
ORD_ID895,cust_id19,2025-11-23,UPI,Delivered
ORD_ID896,cust_id41,2025-11-23,Cash,Shipped
ORD_ID897,cust_id07,2025-11-23,UPI,Delivered
ORD_ID898,cust_id28,2025-11-24,UPI,Delivered
ORD_ID899,cust_id17,2025-11-24,Credit card,Delivered
ORD_ID900,cust_id48,2025-11-24,Debit Card,Delivered
ORD_ID901,cust_id17,2025-11-24,Cash,Delivered
ORD_ID902,cust_id22,2025-11-24,UPI,Delivered
ORD_ID903,cust_id03,2025-11-24,Debit Card,Confirmed
ORD_ID904,cust_id18,2025-11-25,Debit Card,Returned
ORD_ID905,cust_id42,2025-11-26,UPI,Delivered
ORD_ID906,cust_id03,2025-11-27,Cash,Delivered
