order_item_id,order_id,product_id,quantity
ORD_ITEM538,ORD_ID538,P_ID45,8
ORD_ITEM539,ORD_ID539,P_ID29,8
ORD_ITEM540,ORD_ID540,P_ID09,10
ORD_ITEM541,ORD_ID541,P_ID44,3
ORD_ITEM542,ORD_ID542,P_ID10,2
ORD_ITEM543,ORD_ID543,P_ID24,5
ORD_ITEM544,ORD_ID544,P_ID21,2
ORD_ITEM545,ORD_ID545,P_ID43,7
ORD_ITEM546,ORD_ID546,P_ID08,9
ORD_ITEM547,ORD_ID547,P_ID34,2
ORD_ITEM548,ORD_ID548,P_ID31,3
ORD_ITEM549,ORD_ID549,P_ID33,8
ORD_ITEM550,ORD_ID550,P_ID33,7
ORD_ITEM551,ORD_ID551,P_ID15,9
ORD_ITEM552,ORD_ID552,P_ID30,1
ORD_ITEM553,ORD_ID553,P_ID37,2
ORD_ITEM554,ORD_ID554,P_ID29,1
ORD_ITEM555,ORD_ID555,P_ID34,1
ORD_ITEM556,ORD_ID556,P_ID37,8
ORD_ITEM557,ORD_ID557,P_ID34,3
ORD_ITEM558,ORD_ID558,P_ID14,5
ORD_ITEM559,ORD_ID559,P_ID48,3
ORD_ITEM560,ORD_ID560,P_ID34,7
ORD_ITEM561,ORD_ID561,P_ID01,7
ORD_ITEM562,ORD_ID562,P_ID11,10
ORD_ITEM563,ORD_ID563,P_ID24,3
ORD_ITEM564,ORD_ID564,P_ID30,4
ORD_ITEM565,ORD_ID565,P_ID47,3
ORD_ITEM566,ORD_ID566,P_ID24,3
ORD_ITEM567,ORD_ID567,P_ID02,6
ORD_ITEM568,ORD_ID568,P_ID03,10
ORD_ITEM569,ORD_ID569,P_ID13,8
ORD_ITEM570,ORD_ID570,P_ID20,8
ORD_ITEM571,ORD_ID571,P_ID47,1
ORD_ITEM572,ORD_ID572,P_ID33,5
ORD_ITEM573,ORD_ID573,P_ID03,4
ORD_ITEM574,ORD_ID574,P_ID22,10
ORD_ITEM575,ORD_ID575,P_ID19,8
ORD_ITEM576,ORD_ID576,P_ID33,10
ORD_ITEM577,ORD_ID577,P_ID13,4
ORD_ITEM578,ORD_ID578,P_ID10,7
ORD_ITEM579,ORD_ID579,P_ID34,2
ORD_ITEM580,ORD_ID580,P_ID26,6
ORD_ITEM581,ORD_ID581,P_ID34,4
ORD_ITEM582,ORD_ID582,P_ID31,6
ORD_ITEM583,ORD_ID583,P_ID11,10
ORD_ITEM584,ORD_ID584,P_ID45,5
ORD_ITEM585,ORD_ID585,P_ID34,3
ORD_ITEM586,ORD_ID586,P_ID28,10
ORD_ITEM587,ORD_ID587,P_ID17,2
ORD_ITEM588,ORD_ID588,P_ID31,3
ORD_ITEM589,ORD_ID589,P_ID28,3
ORD_ITEM590,ORD_ID590,P_ID32,4
ORD_ITEM591,ORD_ID591,P_ID43,8
ORD_ITEM592,ORD_ID592,P_ID28,10
ORD_ITEM593,ORD_ID593,P_ID14,4
ORD_ITEM594,ORD_ID594,P_ID40,2
ORD_ITEM595,ORD_ID595,P_ID28,9
ORD_ITEM596,ORD_ID596,P_ID02,10
ORD_ITEM597,ORD_ID597,P_ID04,2
ORD_ITEM598,ORD_ID598,P_ID35,9
ORD_ITEM599,ORD_ID599,P_ID03,4
ORD_ITEM600,ORD_ID600,P_ID43,1
ORD_ITEM601,ORD_ID601,P_ID25,2
ORD_ITEM602,ORD_ID602,P_ID12,6
ORD_ITEM603,ORD_ID603,P_ID36,2
ORD_ITEM604,ORD_ID604,P_ID06,3
ORD_ITEM605,ORD_ID605,P_ID48,3
ORD_ITEM606,ORD_ID606,P_ID41,3
ORD_ITEM607,ORD_ID607,P_ID02,2
ORD_ITEM608,ORD_ID608,P_ID44,6
ORD_ITEM609,ORD_ID609,P_ID02,10
ORD_ITEM610,ORD_ID610,P_ID21,6
ORD_ITEM611,ORD_ID611,P_ID06,3
ORD_ITEM612,ORD_ID612,P_ID10,2
ORD_ITEM613,ORD_ID613,P_ID37,1
ORD_ITEM614,ORD_ID614,P_ID31,7
ORD_ITEM615,ORD_ID615,P_ID08,6
ORD_ITEM616,ORD_ID616,P_ID16,7
ORD_ITEM617,ORD_ID617,P_ID26,3
ORD_ITEM618,ORD_ID618,P_ID09,6
ORD_ITEM619,ORD_ID619,P_ID49,3
ORD_ITEM620,ORD_ID620,P_ID16,9
ORD_ITEM621,ORD_ID621,P_ID23,4
ORD_ITEM622,ORD_ID622,P_ID09,1
ORD_ITEM623,ORD_ID623,P_ID04,8
ORD_ITEM624,ORD_ID624,P_ID43,2
ORD_ITEM625,ORD_ID625,P_ID01,2
ORD_ITEM626,ORD_ID626,P_ID25,2
ORD_ITEM627,ORD_ID627,P_ID17,2
ORD_ITEM628,ORD_ID628,P_ID18,4
ORD_ITEM629,ORD_ID629,P_ID21,9
ORD_ITEM630,ORD_ID630,P_ID41,6
ORD_ITEM631,ORD_ID631,P_ID26,4
ORD_ITEM632,ORD_ID632,P_ID18,4
ORD_ITEM633,ORD_ID633,P_ID21,6
ORD_ITEM634,ORD_ID634,P_ID35,7
ORD_ITEM635,ORD_ID635,P_ID18,9
ORD_ITEM636,ORD_ID636,P_ID50,2
ORD_ITEM637,ORD_ID637,P_ID47,1
ORD_ITEM638,ORD_ID638,P_ID09,9
ORD_ITEM639,ORD_ID639,P_ID47,9
ORD_ITEM640,ORD_ID640,P_ID45,8
ORD_ITEM641,ORD_ID641,P_ID49,2
ORD_ITEM642,ORD_ID642,P_ID05,5
ORD_ITEM643,ORD_ID643,P_ID28,7
ORD_ITEM644,ORD_ID644,P_ID33,10
ORD_ITEM645,ORD_ID645,P_ID46,8
ORD_ITEM646,ORD_ID646,P_ID11,6
ORD_ITEM647,ORD_ID647,P_ID46,10
ORD_ITEM648,ORD_ID648,P_ID25,10
ORD_ITEM649,ORD_ID649,P_ID15,9
ORD_ITEM650,ORD_ID650,P_ID35,1
ORD_ITEM651,ORD_ID651,P_ID23,1
ORD_ITEM652,ORD_ID652,P_ID27,3
ORD_ITEM653,ORD_ID653,P_ID20,8
ORD_ITEM654,ORD_ID654,P_ID25,8
ORD_ITEM655,ORD_ID655,P_ID40,8
ORD_ITEM656,ORD_ID656,P_ID13,8
ORD_ITEM657,ORD_ID657,P_ID13,7
ORD_ITEM658,ORD_ID658,P_ID11,5
ORD_ITEM659,ORD_ID659,P_ID27,6
ORD_ITEM660,ORD_ID660,P_ID01,2
ORD_ITEM661,ORD_ID661,P_ID12,7
ORD_ITEM662,ORD_ID662,P_ID27,4
ORD_ITEM663,ORD_ID663,P_ID50,8
ORD_ITEM664,ORD_ID664,P_ID01,5
ORD_ITEM665,ORD_ID665,P_ID38,8
ORD_ITEM666,ORD_ID666,P_ID39,3
ORD_ITEM667,ORD_ID667,P_ID14,7
ORD_ITEM668,ORD_ID668,P_ID01,7
ORD_ITEM669,ORD_ID669,P_ID34,3
ORD_ITEM670,ORD_ID670,P_ID22,2
ORD_ITEM671,ORD_ID671,P_ID35,4
ORD_ITEM672,ORD_ID672,P_ID14,9
ORD_ITEM673,ORD_ID673,P_ID48,6
ORD_ITEM674,ORD_ID674,P_ID01,10
ORD_ITEM675,ORD_ID675,P_ID03,10
ORD_ITEM676,ORD_ID676,P_ID28,5
ORD_ITEM677,ORD_ID677,P_ID42,7
ORD_ITEM678,ORD_ID678,P_ID14,2
ORD_ITEM679,ORD_ID679,P_ID36,7
ORD_ITEM680,ORD_ID680,P_ID32,2
ORD_ITEM681,ORD_ID681,P_ID31,3
ORD_ITEM682,ORD_ID682,P_ID28,6
ORD_ITEM683,ORD_ID683,P_ID28,3
ORD_ITEM684,ORD_ID684,P_ID15,6
ORD_ITEM685,ORD_ID685,P_ID32,1
ORD_ITEM686,ORD_ID686,P_ID12,6
ORD_ITEM687,ORD_ID687,P_ID27,6
ORD_ITEM688,ORD_ID688,P_ID10,8
ORD_ITEM689,ORD_ID689,P_ID27,4
ORD_ITEM690,ORD_ID690,P_ID06,7
ORD_ITEM691,ORD_ID691,P_ID42,9
ORD_ITEM692,ORD_ID692,P_ID05,4
ORD_ITEM693,ORD_ID693,P_ID15,8
ORD_ITEM694,ORD_ID694,P_ID35,5
ORD_ITEM695,ORD_ID695,P_ID34,7
ORD_ITEM696,ORD_ID696,P_ID21,1
ORD_ITEM697,ORD_ID697,P_ID44,10
ORD_ITEM698,ORD_ID698,P_ID40,10
ORD_ITEM699,ORD_ID699,P_ID04,2
ORD_ITEM700,ORD_ID700,P_ID50,1
ORD_ITEM701,ORD_ID701,P_ID35,4
ORD_ITEM702,ORD_ID702,P_ID25,6
ORD_ITEM703,ORD_ID703,P_ID03,10
ORD_ITEM704,ORD_ID704,P_ID16,5
ORD_ITEM705,ORD_ID705,P_ID41,9
ORD_ITEM706,ORD_ID706,P_ID25,5
ORD_ITEM707,ORD_ID707,P_ID16,1
ORD_ITEM708,ORD_ID708,P_ID50,6
ORD_ITEM709,ORD_ID709,P_ID46,3
ORD_ITEM710,ORD_ID710,P_ID31,8
ORD_ITEM711,ORD_ID711,P_ID44,3
ORD_ITEM712,ORD_ID712,P_ID02,8
ORD_ITEM713,ORD_ID713,P_ID04,5
ORD_ITEM714,ORD_ID714,P_ID15,5
ORD_ITEM715,ORD_ID715,P_ID28,8
ORD_ITEM716,ORD_ID716,P_ID36,2
ORD_ITEM717,ORD_ID717,P_ID09,6
ORD_ITEM718,ORD_ID718,P_ID04,3
ORD_ITEM719,ORD_ID719,P_ID18,10
ORD_ITEM720,ORD_ID720,P_ID30,5
ORD_ITEM721,ORD_ID721,P_ID40,6
ORD_ITEM722,ORD_ID722,P_ID17,5
ORD_ITEM723,ORD_ID723,P_ID32,7
ORD_ITEM724,ORD_ID724,P_ID34,2
ORD_ITEM725,ORD_ID725,P_ID45,9
ORD_ITEM726,ORD_ID726,P_ID27,6
ORD_ITEM727,ORD_ID727,P_ID38,8
ORD_ITEM728,ORD_ID728,P_ID31,5
ORD_ITEM729,ORD_ID729,P_ID18,10
ORD_ITEM730,ORD_ID730,P_ID27,2
ORD_ITEM731,ORD_ID731,P_ID28,3
ORD_ITEM732,ORD_ID732,P_ID49,6
ORD_ITEM733,ORD_ID733,P_ID12,2
ORD_ITEM734,ORD_ID734,P_ID01,10
ORD_ITEM735,ORD_ID735,P_ID19,3
ORD_ITEM736,ORD_ID736,P_ID46,4
ORD_ITEM737,ORD_ID737,P_ID01,1
ORD_ITEM738,ORD_ID738,P_ID15,9
ORD_ITEM739,ORD_ID739,P_ID31,3
ORD_ITEM740,ORD_ID740,P_ID30,10
ORD_ITEM741,ORD_ID741,P_ID44,8
ORD_ITEM742,ORD_ID742,P_ID50,7
ORD_ITEM743,ORD_ID743,P_ID12,7
ORD_ITEM744,ORD_ID744,P_ID23,5
ORD_ITEM745,ORD_ID745,P_ID43,6
ORD_ITEM746,ORD_ID746,P_ID19,7
ORD_ITEM747,ORD_ID747,P_ID17,4
ORD_ITEM748,ORD_ID748,P_ID29,5
ORD_ITEM749,ORD_ID749,P_ID06,2
ORD_ITEM750,ORD_ID750,P_ID11,6
ORD_ITEM751,ORD_ID751,P_ID19,2
ORD_ITEM752,ORD_ID752,P_ID49,7
ORD_ITEM753,ORD_ID753,P_ID15,4
ORD_ITEM754,ORD_ID754,P_ID26,9
ORD_ITEM755,ORD_ID755,P_ID31,4
ORD_ITEM756,ORD_ID756,P_ID20,10
ORD_ITEM757,ORD_ID757,P_ID46,10
ORD_ITEM758,ORD_ID758,P_ID49,4
ORD_ITEM759,ORD_ID759,P_ID50,6
ORD_ITEM760,ORD_ID760,P_ID09,8
ORD_ITEM761,ORD_ID761,P_ID43,9
ORD_ITEM762,ORD_ID762,P_ID25,3
ORD_ITEM763,ORD_ID763,P_ID44,3
ORD_ITEM764,ORD_ID764,P_ID43,9
ORD_ITEM765,ORD_ID765,P_ID13,3
ORD_ITEM766,ORD_ID766,P_ID41,7
ORD_ITEM767,ORD_ID767,P_ID16,10
ORD_ITEM768,ORD_ID768,P_ID28,1
ORD_ITEM769,ORD_ID769,P_ID41,7
ORD_ITEM770,ORD_ID770,P_ID20,3
ORD_ITEM771,ORD_ID771,P_ID40,9
ORD_ITEM772,ORD_ID772,P_ID08,9
ORD_ITEM773,ORD_ID773,P_ID22,7
ORD_ITEM774,ORD_ID774,P_ID04,2
ORD_ITEM775,ORD_ID775,P_ID49,2
ORD_ITEM776,ORD_ID776,P_ID38,1
ORD_ITEM777,ORD_ID777,P_ID03,7
ORD_ITEM778,ORD_ID778,P_ID44,2
ORD_ITEM779,ORD_ID779,P_ID48,2
ORD_ITEM780,ORD_ID780,P_ID26,3
ORD_ITEM781,ORD_ID781,P_ID31,3
ORD_ITEM782,ORD_ID782,P_ID23,4
ORD_ITEM783,ORD_ID783,P_ID34,2
ORD_ITEM784,ORD_ID784,P_ID41,10
ORD_ITEM785,ORD_ID785,P_ID05,6
ORD_ITEM786,ORD_ID786,P_ID04,3
ORD_ITEM787,ORD_ID787,P_ID16,10
ORD_ITEM788,ORD_ID788,P_ID15,7
ORD_ITEM789,ORD_ID789,P_ID17,1
ORD_ITEM790,ORD_ID790,P_ID11,1
ORD_ITEM791,ORD_ID791,P_ID22,10
ORD_ITEM792,ORD_ID792,P_ID06,1
ORD_ITEM793,ORD_ID793,P_ID19,6
ORD_ITEM794,ORD_ID794,P_ID45,3
ORD_ITEM795,ORD_ID795,P_ID33,5
ORD_ITEM796,ORD_ID796,P_ID10,7
ORD_ITEM797,ORD_ID797,P_ID06,7
ORD_ITEM798,ORD_ID798,P_ID30,9
ORD_ITEM799,ORD_ID799,P_ID26,3
ORD_ITEM800,ORD_ID800,P_ID20,4
ORD_ITEM801,ORD_ID801,P_ID18,5
ORD_ITEM802,ORD_ID802,P_ID27,8
ORD_ITEM803,ORD_ID803,P_ID03,5
ORD_ITEM804,ORD_ID804,P_ID29,10
ORD_ITEM805,ORD_ID805,P_ID03,4
ORD_ITEM806,ORD_ID806,P_ID12,10
ORD_ITEM807,ORD_ID807,P_ID18,7
ORD_ITEM808,ORD_ID808,P_ID07,8
ORD_ITEM809,ORD_ID809,P_ID29,3
ORD_ITEM810,ORD_ID810,P_ID43,10
ORD_ITEM811,ORD_ID811,P_ID28,7
ORD_ITEM812,ORD_ID812,P_ID22,3
ORD_ITEM813,ORD_ID813,P_ID47,7
ORD_ITEM814,ORD_ID814,P_ID08,4
ORD_ITEM815,ORD_ID815,P_ID47,1
ORD_ITEM816,ORD_ID816,P_ID03,10
ORD_ITEM817,ORD_ID817,P_ID40,7
ORD_ITEM818,ORD_ID818,P_ID29,4
ORD_ITEM819,ORD_ID819,P_ID22,4
ORD_ITEM820,ORD_ID820,P_ID05,2
ORD_ITEM821,ORD_ID821,P_ID32,2
ORD_ITEM822,ORD_ID822,P_ID07,9
ORD_ITEM823,ORD_ID823,P_ID44,6
ORD_ITEM824,ORD_ID824,P_ID32,6
ORD_ITEM825,ORD_ID825,P_ID38,2
ORD_ITEM826,ORD_ID826,P_ID50,7
ORD_ITEM827,ORD_ID827,P_ID30,3
ORD_ITEM828,ORD_ID828,P_ID10,4
ORD_ITEM829,ORD_ID829,P_ID11,2
ORD_ITEM830,ORD_ID830,P_ID04,4
ORD_ITEM831,ORD_ID831,P_ID49,3
ORD_ITEM832,ORD_ID832,P_ID16,1
ORD_ITEM833,ORD_ID833,P_ID21,10
ORD_ITEM834,ORD_ID834,P_ID45,10
ORD_ITEM835,ORD_ID835,P_ID07,1
ORD_ITEM836,ORD_ID836,P_ID08,6
ORD_ITEM837,ORD_ID837,P_ID15,8
ORD_ITEM838,ORD_ID838,P_ID18,2
ORD_ITEM839,ORD_ID839,P_ID09,2
ORD_ITEM840,ORD_ID840,P_ID19,6
ORD_ITEM841,ORD_ID841,P_ID14,2
ORD_ITEM842,ORD_ID842,P_ID50,10
ORD_ITEM843,ORD_ID843,P_ID09,3
ORD_ITEM844,ORD_ID844,P_ID46,3
ORD_ITEM845,ORD_ID845,P_ID17,8
ORD_ITEM846,ORD_ID846,P_ID28,10
ORD_ITEM847,ORD_ID847,P_ID47,7
ORD_ITEM848,ORD_ID848,P_ID23,6
ORD_ITEM849,ORD_ID849,P_ID11,3
ORD_ITEM850,ORD_ID850,P_ID01,3
ORD_ITEM851,ORD_ID851,P_ID03,2
ORD_ITEM852,ORD_ID852,P_ID20,2
ORD_ITEM853,ORD_ID853,P_ID43,2
ORD_ITEM854,ORD_ID854,P_ID49,1
ORD_ITEM855,ORD_ID855,P_ID15,6
ORD_ITEM856,ORD_ID856,P_ID34,10
ORD_ITEM857,ORD_ID857,P_ID10,1
ORD_ITEM858,ORD_ID858,P_ID29,10
ORD_ITEM859,ORD_ID859,P_ID19,3
ORD_ITEM860,ORD_ID860,P_ID32,2
ORD_ITEM861,ORD_ID861,P_ID06,1
ORD_ITEM862,ORD_ID862,P_ID47,1
ORD_ITEM863,ORD_ID863,P_ID45,4
ORD_ITEM864,ORD_ID864,P_ID34,6
ORD_ITEM865,ORD_ID865,P_ID03,4
ORD_ITEM866,ORD_ID866,P_ID34,9
ORD_ITEM867,ORD_ID867,P_ID50,8
ORD_ITEM868,ORD_ID868,P_ID50,8
ORD_ITEM869,ORD_ID869,P_ID28,6
ORD_ITEM870,ORD_ID870,P_ID19,1
ORD_ITEM871,ORD_ID871,P_ID42,10
ORD_ITEM872,ORD_ID872,P_ID31,6
ORD_ITEM873,ORD_ID873,P_ID42,2
ORD_ITEM874,ORD_ID874,P_ID11,1
ORD_ITEM875,ORD_ID875,P_ID26,1
ORD_ITEM876,ORD_ID876,P_ID38,4
ORD_ITEM877,ORD_ID877,P_ID21,3
ORD_ITEM878,ORD_ID878,P_ID40,4
ORD_ITEM879,ORD_ID879,P_ID12,6
ORD_ITEM880,ORD_ID880,P_ID41,9
ORD_ITEM881,ORD_ID881,P_ID09,6
ORD_ITEM882,ORD_ID882,P_ID12,9
ORD_ITEM883,ORD_ID883,P_ID22,9
ORD_ITEM884,ORD_ID884,P_ID37,6
ORD_ITEM885,ORD_ID885,P_ID19,5
ORD_ITEM886,ORD_ID886,P_ID44,9
ORD_ITEM887,ORD_ID887,P_ID31,1
ORD_ITEM888,ORD_ID888,P_ID33,2
ORD_ITEM889,ORD_ID889,P_ID09,4
ORD_ITEM890,ORD_ID890,P_ID13,1
ORD_ITEM891,ORD_ID891,P_ID31,5
ORD_ITEM892,ORD_ID892,P_ID42,8
ORD_ITEM893,ORD_ID893,P_ID12,3
ORD_ITEM894,ORD_ID894,P_ID25,2
ORD_ITEM895,ORD_ID895,P_ID15,9
ORD_ITEM896,ORD_ID896,P_ID11,1
ORD_ITEM897,ORD_ID897,P_ID34,8
ORD_ITEM898,ORD_ID898,P_ID43,5
ORD_ITEM899,ORD_ID899,P_ID32,8
ORD_ITEM900,ORD_ID900,P_ID40,4
ORD_ITEM901,ORD_ID901,P_ID29,8
ORD_ITEM902,ORD_ID902,P_ID09,9
ORD_ITEM903,ORD_ID903,P_ID39,10
ORD_ITEM904,ORD_ID904,P_ID34,9
ORD_ITEM905,ORD_ID905,P_ID50,6
ORD_ITEM906,ORD_ID906,P_ID42,5
ORD_ITEM907,ORD_ID907,P_ID10,1
ORD_ITEM908,ORD_ID908,P_ID38,5
ORD_ITEM909,ORD_ID909,P_ID48,5
ORD_ITEM910,ORD_ID910,P_ID49,10
ORD_ITEM911,ORD_ID911,P_ID19,7
ORD_ITEM912,ORD_ID912,P_ID01,6
ORD_ITEM913,ORD_ID913,P_ID06,1
ORD_ITEM914,ORD_ID914,P_ID45,5
ORD_ITEM915,ORD_ID915,P_ID18,4
ORD_ITEM916,ORD_ID916,P_ID03,5
ORD_ITEM917,ORD_ID917,P_ID09,10
ORD_ITEM918,ORD_ID918,P_ID22,3
ORD_ITEM919,ORD_ID919,P_ID05,10
ORD_ITEM920,ORD_ID920,P_ID38,10
ORD_ITEM921,ORD_ID921,P_ID42,3
ORD_ITEM922,ORD_ID922,P_ID24,8
ORD_ITEM923,ORD_ID923,P_ID29,5
ORD_ITEM924,ORD_ID924,P_ID03,2
ORD_ITEM925,ORD_ID925,P_ID48,2
ORD_ITEM926,ORD_ID926,P_ID09,3
ORD_ITEM927,ORD_ID927,P_ID24,8
ORD_ITEM928,ORD_ID928,P_ID45,6
ORD_ITEM929,ORD_ID929,P_ID44,1
ORD_ITEM930,ORD_ID930,P_ID28,10
ORD_ITEM931,ORD_ID931,P_ID30,6
ORD_ITEM932,ORD_ID932,P_ID09,3
ORD_ITEM933,ORD_ID933,P_ID12,3
ORD_ITEM934,ORD_ID934,P_ID30,2
ORD_ITEM935,ORD_ID935,P_ID12,6
ORD_ITEM936,ORD_ID936,P_ID34,6
ORD_ITEM937,ORD_ID937,P_ID31,3
ORD_ITEM938,ORD_ID938,P_ID48,9
ORD_ITEM939,ORD_ID939,P_ID29,8
ORD_ITEM940,ORD_ID940,P_ID08,6
ORD_ITEM941,ORD_ID941,P_ID19,2
ORD_ITEM942,ORD_ID942,P_ID42,7
ORD_ITEM943,ORD_ID943,P_ID38,4
ORD_ITEM944,ORD_ID944,P_ID44,1
ORD_ITEM945,ORD_ID945,P_ID41,6
ORD_ITEM946,ORD_ID946,P_ID32,10
ORD_ITEM947,ORD_ID947,P_ID28,7
ORD_ITEM948,ORD_ID948,P_ID13,2
ORD_ITEM949,ORD_ID949,P_ID13,10
ORD_ITEM950,ORD_ID950,P_ID09,8
ORD_ITEM951,ORD_ID951,P_ID22,4
ORD_ITEM952,ORD_ID952,P_ID45,4
ORD_ITEM953,ORD_ID953,P_ID02,5
ORD_ITEM954,ORD_ID954,P_ID35,8
ORD_ITEM955,ORD_ID955,P_ID20,8
ORD_ITEM956,ORD_ID956,P_ID30,7
ORD_ITEM957,ORD_ID957,P_ID14,10
ORD_ITEM958,ORD_ID958,P_ID15,4
ORD_ITEM959,ORD_ID959,P_ID08,2
ORD_ITEM960,ORD_ID960,P_ID19,9
ORD_ITEM961,ORD_ID961,P_ID40,9
ORD_ITEM962,ORD_ID962,P_ID24,10
ORD_ITEM963,ORD_ID963,P_ID10,4
ORD_ITEM964,ORD_ID964,P_ID49,6
ORD_ITEM965,ORD_ID965,P_ID22,10
ORD_ITEM966,ORD_ID966,P_ID40,6
ORD_ITEM967,ORD_ID967,P_ID40,5
ORD_ITEM968,ORD_ID968,P_ID10,2
ORD_ITEM969,ORD_ID969,P_ID44,10
ORD_ITEM970,ORD_ID970,P_ID50,2
ORD_ITEM971,ORD_ID971,P_ID22,3
ORD_ITEM972,ORD_ID972,P_ID46,6
ORD_ITEM973,ORD_ID973,P_ID27,7
ORD_ITEM974,ORD_ID974,P_ID16,1
ORD_ITEM975,ORD_ID975,P_ID41,10
ORD_ITEM976,ORD_ID976,P_ID49,4
ORD_ITEM977,ORD_ID977,P_ID13,6
ORD_ITEM978,ORD_ID978,P_ID26,7
ORD_ITEM979,ORD_ID979,P_ID09,2
ORD_ITEM980,ORD_ID980,P_ID42,9
ORD_ITEM981,ORD_ID981,P_ID04,3
ORD_ITEM982,ORD_ID982,P_ID06,2
ORD_ITEM983,ORD_ID983,P_ID16,6
ORD_ITEM984,ORD_ID984,P_ID46,7
ORD_ITEM985,ORD_ID985,P_ID21,7
ORD_ITEM986,ORD_ID986,P_ID06,2
ORD_ITEM987,ORD_ID987,P_ID41,6
ORD_ITEM988,ORD_ID988,P_ID49,2
ORD_ITEM989,ORD_ID989,P_ID35,9
ORD_ITEM990,ORD_ID990,P_ID15,4
ORD_ITEM991,ORD_ID991,P_ID21,6
ORD_ITEM992,ORD_ID992,P_ID25,10
ORD_ITEM993,ORD_ID993,P_ID18,8
ORD_ITEM994,ORD_ID994,P_ID16,4
ORD_ITEM995,ORD_ID995,P_ID36,2
ORD_ITEM996,ORD_ID996,P_ID07,5
ORD_ITEM997,ORD_ID997,P_ID08,4
ORD_ITEM998,ORD_ID998,P_ID03,8
ORD_ITEM999,ORD_ID999,P_ID44,9
ORD_ITEM1000,ORD_ID1000,P_ID09,10
